"Data.Base","id_titulo","taxa_compra","taxa_venda","pu_compra","pu_venda"
2025-04-17,"Tesouro IPCA+ com Juros Semestrais 2045",7.49,7.61,3950.08,3898.56
2025-04-17,"Tesouro IPCA+ com Juros Semestrais 2032",7.69,7.81,4141.03,4109.99
2025-04-17,"Tesouro IPCA+ com Juros Semestrais 2035",7.64,7.76,4122.11,4084.69
2025-04-17,"Tesouro IPCA+ com Juros Semestrais 2055",7.39,7.51,3891.46,3833.42
2025-04-17,"Tesouro IPCA+ com Juros Semestrais 2060",7.4,7.52,3789.19,3729.89
2025-04-17,"Tesouro IPCA+ 2050",7.24,7.36,773.43,751.24
2025-04-17,"Tesouro IPCA+ 2029",7.69,7.81,3330.84,3312.65
2025-04-17,"Tesouro IPCA+ 2026",9.26,9.38,3995.59,3985.66
2025-04-17,"Tesouro IPCA+ 2040",7.38,7.5,1517.71,1490.66
2025-04-17,"Tesouro IPCA+ 2035",7.6,7.72,2158.51,2132.49
2025-04-17,"Tesouro IPCA+ 2045",7.42,7.54,1077.22,1052.47
2025-04-17,"Tesouro IGPM+ com Juros Semestrais 2031",7.73,7.85,8044.65,8005.23
2025-04-16,"Tesouro Selic 2027",0.04,0.05,16392.28,16380.55
2025-04-16,"Tesouro Selic 2031",0.11,0.12,16298.65,16280.5
2025-04-16,"Tesouro Selic 2026",0,0.01,16405.44,16395.34
2025-04-16,"Tesouro Selic 2028",0.06,0.07,16375.51,16362.14
2025-04-16,"Tesouro Selic 2029",0.1,0.11,16341.29,16326.33
2025-03-14,"Tesouro Selic 2031",0.11,0.12,16100.26,16082.72
2025-03-14,"Tesouro Selic 2026",0,0.01,16209.71,16200.15
2025-03-14,"Tesouro Selic 2027",0.04,0.05,16196.57,16185.39
2025-03-14,"Tesouro Selic 2029",0.1,0.11,16147.77,16133.39
2025-03-14,"Tesouro IPCA+ com Juros Semestrais 2032",7.67,7.79,4091.17,4059.44
2025-03-14,"Tesouro IPCA+ com Juros Semestrais 2055",7.38,7.5,3845.93,3787.53
2025-03-14,"Tesouro IPCA+ com Juros Semestrais 2060",7.41,7.53,3735.71,3676.33
2025-03-14,"Tesouro IPCA+ com Juros Semestrais 2035",7.57,7.69,4087.81,4049.59
2025-03-14,"Tesouro IPCA+ com Juros Semestrais 2026",8.41,8.53,4349.27,4337.62
2025-03-14,"Tesouro IPCA+ com Juros Semestrais 2045",7.51,7.63,3890.9,3839.2
2025-03-14,"Tesouro IPCA+ com Juros Semestrais 2050",7.41,7.53,3803.99,3748.04
2025-03-14,"Tesouro IPCA+ com Juros Semestrais 2040",7.46,7.58,3923.74,3876.67
2025-03-14,"Tesouro IPCA+ com Juros Semestrais 2030",7.63,7.75,4186.83,4160.58
2025-03-14,"Tesouro IPCA+ 2045",7.5,7.62,1047.57,1023.25
2025-03-14,"Tesouro IPCA+ 2026",8.42,8.54,3980.97,3970.11
2025-03-14,"Tesouro IPCA+ 2035",7.55,7.67,2140.36,2113.99
2025-03-14,"Tesouro IPCA+ 2050",7.29,7.41,754.64,732.8
2025-03-14,"Tesouro IPCA+ 2040",7.4,7.52,1493.92,1466.9
2025-03-14,"Tesouro IPCA+ 2029",7.57,7.69,3302.26,3283.37
2025-03-14,"Tesouro IGPM+ com Juros Semestrais 2031",7.64,7.76,8071.45,8025.65
2025-03-13,"Tesouro Selic 2031",0.11,0.12,16092.68,16075.15
2025-03-13,"Tesouro Selic 2029",0.1,0.11,16139.86,16125.48
2025-03-13,"Tesouro Selic 2028",0.05,0.06,16175.92,16163.15
2025-03-13,"Tesouro Selic 2026",0,0.01,16201.72,16192.15
2025-03-13,"Tesouro Selic 2027",0.04,0.05,16188.79,16177.62
2025-03-13,"Tesouro IPCA+ com Juros Semestrais 2030",7.67,7.79,4174.91,4150.27
2025-03-13,"Tesouro IPCA+ com Juros Semestrais 2026",8.43,8.55,4343.13,4333.09
2025-03-13,"Tesouro IPCA+ com Juros Semestrais 2040",7.5,7.62,3905.04,3859.67
2025-03-13,"Tesouro IPCA+ com Juros Semestrais 2060",7.44,7.56,3717.59,3659.99
2025-03-13,"Tesouro IPCA+ com Juros Semestrais 2045",7.54,7.66,3874.61,3824.6
2025-03-13,"Tesouro IPCA+ com Juros Semestrais 2050",7.45,7.57,3782.37,3728.24
2025-03-13,"Tesouro IPCA+ com Juros Semestrais 2035",7.62,7.74,4069.15,4032.62
2025-03-13,"Tesouro IPCA+ com Juros Semestrais 2032",7.72,7.84,4075.22,4045.12
2025-03-13,"Tesouro IPCA+ com Juros Semestrais 2055",7.42,7.54,3823.45,3766.95
2025-03-13,"Tesouro IPCA+ 2029",7.57,7.69,3298.54,3280.88
2025-03-13,"Tesouro IPCA+ 2026",8.44,8.56,3975.31,3965.93
2025-03-13,"Tesouro IPCA+ 2040",7.44,7.56,1483.74,1457.46
2025-03-13,"Tesouro IPCA+ 2045",7.52,7.64,1042.5,1018.68
2025-03-13,"Tesouro IPCA+ 2050",7.33,7.45,746.73,725.4
2025-03-13,"Tesouro IPCA+ 2035",7.6,7.72,2127.93,2102.5
2025-03-13,"Tesouro IGPM+ com Juros Semestrais 2031",7.68,7.8,8051.88,8008.85
2025-02-27,"Tesouro IPCA+ com Juros Semestrais 2045",7.57,7.69,3828.46,3779.02
2025-02-27,"Tesouro IPCA+ com Juros Semestrais 2055",7.44,7.56,3780.7,3724.82
2025-02-27,"Tesouro IPCA+ com Juros Semestrais 2060",7.44,7.56,3684.73,3627.54
2025-02-27,"Tesouro IPCA+ com Juros Semestrais 2050",7.49,7.61,3731.81,3678.43
2025-02-27,"Tesouro IPCA+ com Juros Semestrais 2040",7.53,7.65,3859.84,3814.93
2025-02-27,"Tesouro IPCA+ com Juros Semestrais 2030",7.75,7.87,4123.43,4098.99
2025-02-27,"Tesouro IPCA+ 2026",7.88,8,3968.75,3959.32
2025-02-27,"Tesouro IPCA+ 2045",7.54,7.66,1029.41,1005.86
2025-02-27,"Tesouro IPCA+ 2035",7.74,7.86,2081.41,2056.5
2025-02-27,"Tesouro IPCA+ 2040",7.45,7.57,1468.53,1442.47
2025-02-27,"Tesouro IPCA+ 2029",7.59,7.71,3266.73,3249.15
2025-02-27,"Tesouro IPCA+ 2050",7.37,7.49,733.21,712.25
2025-02-27,"Tesouro IGPM+ com Juros Semestrais 2031",7.74,7.86,7992.71,7948.07
2025-02-26,"Tesouro Selic 2025",0.01,0.02,16130.55,16122.56
2025-02-26,"Tesouro Selic 2031",0.12,0.13,16017.17,15999.67
2025-02-26,"Tesouro Selic 2028",0.05,0.06,16104.6,16091.81
2025-02-26,"Tesouro Selic 2026",0,0.01,16130.1,16120.52
2025-02-26,"Tesouro Selic 2029",0.1,0.11,16065.88,16051.52
2025-02-26,"Tesouro Selic 2027",0.04,0.05,16117.44,16106.26
2025-02-26,"Tesouro IPCA+ com Juros Semestrais 2032",7.67,7.79,4047.11,4017.07
2025-02-26,"Tesouro IPCA+ com Juros Semestrais 2040",7.45,7.57,3885.35,3840.01
2025-02-26,"Tesouro IPCA+ com Juros Semestrais 2035",7.63,7.75,4027.17,3990.89
2025-02-26,"Tesouro IPCA+ com Juros Semestrais 2045",7.49,7.61,3857.15,3807.12
2025-02-26,"Tesouro IPCA+ com Juros Semestrais 2030",7.62,7.74,4143.6,4119
2025-02-26,"Tesouro IPCA+ com Juros Semestrais 2055",7.38,7.5,3804.92,3748.4
2025-02-26,"Tesouro IPCA+ com Juros Semestrais 2026",7.72,7.84,4340.25,4330.15
2025-02-26,"Tesouro IPCA+ com Juros Semestrais 2050",7.42,7.54,3759.06,3705.05
2025-02-26,"Tesouro IPCA+ com Juros Semestrais 2060",7.38,7.5,3709.76,3651.87
2025-02-26,"Tesouro IPCA+ 2045",7.47,7.59,1042.18,1018.32
2025-02-26,"Tesouro IPCA+ 2050",7.32,7.44,741.35,720.15
2025-02-26,"Tesouro IPCA+ 2035",7.65,7.77,2097.54,2072.42
2025-02-26,"Tesouro IPCA+ 2026",7.74,7.86,3973.25,3963.81
2025-02-26,"Tesouro IPCA+ 2029",7.48,7.6,3278.24,3260.58
2025-02-26,"Tesouro IPCA+ 2040",7.38,7.5,1482.21,1455.9
2025-02-26,"Tesouro IGPM+ com Juros Semestrais 2031",7.61,7.73,8024.29,7979.61
2025-02-25,"Tesouro Selic 2025",0.01,0.02,16122.64,16114.65
2025-02-25,"Tesouro Selic 2026",0,0.01,16122.11,16112.53
2025-02-25,"Tesouro Selic 2031",0.12,0.13,16008.29,15990.78
2025-02-25,"Tesouro Selic 2028",0.05,0.06,16096.67,16083.87
2025-02-25,"Tesouro Selic 2029",0.1,0.11,16057.88,16043.51
2025-02-25,"Tesouro Selic 2027",0.04,0.05,16109.17,16097.99
2025-02-25,"Tesouro IPCA+ com Juros Semestrais 2060",7.42,7.54,3689.19,3631.74
2025-02-25,"Tesouro IPCA+ com Juros Semestrais 2032",7.75,7.87,4026.82,3996.87
2025-02-25,"Tesouro IPCA+ com Juros Semestrais 2040",7.5,7.62,3865.45,3820.33
2025-02-25,"Tesouro IPCA+ com Juros Semestrais 2026",7.61,7.73,4344.11,4333.91
2025-02-25,"Tesouro IPCA+ com Juros Semestrais 2050",7.47,7.59,3735.52,3681.92
2025-02-25,"Tesouro IPCA+ com Juros Semestrais 2045",7.54,7.66,3835.27,3785.56
2025-02-25,"Tesouro IPCA+ com Juros Semestrais 2030",7.67,7.79,4132.32,4107.71
2025-02-25,"Tesouro IPCA+ com Juros Semestrais 2055",7.42,7.54,3784.79,3728.66
2025-02-25,"Tesouro IPCA+ com Juros Semestrais 2035",7.68,7.8,4011.02,3974.84
2025-02-25,"Tesouro IPCA+ 2045",7.52,7.64,1031.92,1008.28
2025-02-25,"Tesouro IPCA+ 2040",7.43,7.55,1470.83,1444.7
2025-02-25,"Tesouro IPCA+ 2050",7.37,7.49,732.27,711.32
2025-02-25,"Tesouro IPCA+ 2035",7.7,7.82,2086.52,2061.49
2025-02-25,"Tesouro IPCA+ 2029",7.54,7.66,3268.82,3251.13
2025-02-25,"Tesouro IPCA+ 2026",7.64,7.76,3976.41,3966.89
2025-02-25,"Tesouro IGPM+ com Juros Semestrais 2031",7.66,7.78,8002.65,7958.08
2025-02-24,"Tesouro Selic 2028",0.05,0.06,16088.75,16075.94
2025-02-24,"Tesouro Selic 2027",0.04,0.05,16101.14,16089.96
2025-02-24,"Tesouro Selic 2025",0.01,0.02,16114.73,16106.74
2025-02-24,"Tesouro Selic 2029",0.1,0.11,16050.07,16035.71
2025-02-24,"Tesouro Selic 2031",0.12,0.13,16000.47,15982.96
2025-02-24,"Tesouro Selic 2026",0,0.01,16114.15,16104.56
2025-02-24,"Tesouro IPCA+ com Juros Semestrais 2035",7.46,7.58,4069.6,4032.72
2025-02-24,"Tesouro IPCA+ com Juros Semestrais 2032",7.55,7.67,4068.99,4038.64
2025-02-24,"Tesouro IPCA+ com Juros Semestrais 2026",7.53,7.65,4345.37,4335.16
2025-02-24,"Tesouro IPCA+ com Juros Semestrais 2045",7.32,7.44,3920.41,3869.05
2025-03-12,"Tesouro Selic 2026",0,0.01,16193.71,16184.15
2025-03-12,"Tesouro Selic 2027",0.04,0.05,16181.02,16169.86
2025-03-12,"Tesouro Selic 2028",0.05,0.06,16168.16,16155.37
2025-03-12,"Tesouro Selic 2031",0.11,0.12,16084.53,16066.99
2025-03-12,"Tesouro Selic 2029",0.1,0.11,16131.95,16117.58
2025-03-12,"Tesouro IPCA+ com Juros Semestrais 2060",7.4,7.52,3733.39,3675.34
2025-03-12,"Tesouro IPCA+ com Juros Semestrais 2055",7.38,7.5,3838.75,3781.84
2025-03-12,"Tesouro IPCA+ com Juros Semestrais 2026",8.34,8.46,4344.7,4334.65
2025-03-12,"Tesouro IPCA+ com Juros Semestrais 2040",7.47,7.59,3912.82,3867.29
2025-03-12,"Tesouro IPCA+ com Juros Semestrais 2035",7.61,7.73,4068.88,4032.33
2025-03-12,"Tesouro IPCA+ com Juros Semestrais 2030",7.7,7.82,4166.37,4141.76
2025-03-12,"Tesouro IPCA+ com Juros Semestrais 2032",7.72,7.84,4072.12,4042.03
2025-03-12,"Tesouro IPCA+ com Juros Semestrais 2050",7.42,7.54,3792.54,3738.14
2025-03-12,"Tesouro IPCA+ com Juros Semestrais 2045",7.5,7.62,3887.58,3837.3
2025-03-12,"Tesouro IPCA+ 2045",7.46,7.58,1053.44,1029.35
2025-03-12,"Tesouro IPCA+ 2035",7.59,7.71,2128.32,2102.88
2025-03-12,"Tesouro IPCA+ 2026",8.35,8.47,3976.89,3967.49
2025-03-12,"Tesouro IPCA+ 2050",7.3,7.42,751.46,729.99
2025-03-12,"Tesouro IPCA+ 2040",7.39,7.51,1493.26,1466.79
2025-03-12,"Tesouro IPCA+ 2029",7.61,7.73,3290.99,3273.35
2025-03-12,"Tesouro IGPM+ com Juros Semestrais 2031",7.7,7.82,8045.62,8002.26
2025-03-11,"Tesouro Selic 2027",0.04,0.05,16173.07,16161.9
2025-03-11,"Tesouro Selic 2028",0.05,0.06,16160.25,16147.45
2025-03-11,"Tesouro Selic 2031",0.12,0.13,16075.14,16057.61
2025-03-11,"Tesouro Selic 2029",0.1,0.11,16124.04,16109.66
2025-03-11,"Tesouro Selic 2026",0,0.01,16185.94,16176.36
2025-03-11,"Tesouro IPCA+ com Juros Semestrais 2045",7.44,7.56,3907.99,3857.31
2025-03-11,"Tesouro IPCA+ com Juros Semestrais 2055",7.31,7.43,3867.33,3809.71
2025-03-11,"Tesouro IPCA+ com Juros Semestrais 2040",7.44,7.56,3919.94,3874.3
2025-03-11,"Tesouro IPCA+ com Juros Semestrais 2060",7.33,7.45,3762.84,3703.99
2025-03-11,"Tesouro IPCA+ com Juros Semestrais 2050",7.36,7.48,3815.23,3760.32
2025-03-11,"Tesouro IPCA+ com Juros Semestrais 2030",7.72,7.84,4158.89,4134.34
2025-03-11,"Tesouro IPCA+ com Juros Semestrais 2032",7.73,7.85,4066.05,4036.02
2025-03-11,"Tesouro IPCA+ com Juros Semestrais 2035",7.61,7.73,4065.09,4028.58
2025-03-11,"Tesouro IPCA+ com Juros Semestrais 2026",8.29,8.41,4343.31,4333.28
2025-03-11,"Tesouro IPCA+ 2045",7.37,7.49,1070.3,1045.81
2025-03-11,"Tesouro IPCA+ 2029",7.6,7.72,3289.18,3271.57
2025-03-11,"Tesouro IPCA+ 2050",7.21,7.33,766.86,744.93
2025-03-11,"Tesouro IPCA+ 2026",8.31,8.43,3975.17,3965.8
2025-03-11,"Tesouro IPCA+ 2035",7.59,7.71,2126.34,2100.93
2025-03-11,"Tesouro IPCA+ 2040",7.35,7.47,1500.43,1473.83
2025-03-11,"Tesouro IGPM+ com Juros Semestrais 2031",7.72,7.84,8035,7991.67
2025-03-10,"Tesouro Selic 2027",0.04,0.05,16165.81,16154.64
2025-03-10,"Tesouro Selic 2031",0.12,0.13,16067.18,16049.66
2025-03-10,"Tesouro Selic 2026",0,0.01,16178.08,16168.51
2025-03-10,"Tesouro Selic 2028",0.05,0.06,16152.47,16139.7
2025-03-10,"Tesouro Selic 2029",0.1,0.11,16116.2,16101.83
2025-03-10,"Tesouro IPCA+ com Juros Semestrais 2030",7.68,7.8,4162.93,4138.34
2025-03-10,"Tesouro IPCA+ com Juros Semestrais 2040",7.45,7.57,3913.44,3867.88
2025-03-10,"Tesouro IPCA+ com Juros Semestrais 2050",7.38,7.5,3803.65,3748.95
2025-03-10,"Tesouro IPCA+ com Juros Semestrais 2026",8.19,8.31,4345.53,4335.48
2025-03-10,"Tesouro IPCA+ com Juros Semestrais 2060",7.35,7.47,3750.61,3692.04
2025-03-10,"Tesouro IPCA+ com Juros Semestrais 2032",7.69,7.81,4072.04,4041.93
2025-03-10,"Tesouro IPCA+ com Juros Semestrais 2035",7.6,7.72,4064.85,4028.32
2025-03-10,"Tesouro IPCA+ com Juros Semestrais 2045",7.46,7.58,3897.06,3846.55
2025-03-10,"Tesouro IPCA+ com Juros Semestrais 2055",7.34,7.46,3850.66,3793.4
2025-03-10,"Tesouro IPCA+ 2045",7.41,7.53,1061.55,1037.26
2025-03-10,"Tesouro IPCA+ 2040",7.37,7.49,1495.04,1468.53
2025-03-10,"Tesouro IPCA+ 2029",7.59,7.71,3287.99,3270.37
2025-03-10,"Tesouro IPCA+ 2026",8.21,8.33,3977.35,3967.96
2025-03-10,"Tesouro IPCA+ 2050",7.25,7.37,759.11,737.4
2025-03-10,"Tesouro IPCA+ 2035",7.58,7.7,2126.75,2101.32
2025-03-10,"Tesouro IGPM+ com Juros Semestrais 2031",7.68,7.8,8044.1,8000.68
2025-03-07,"Tesouro Selic 2028",0.05,0.06,16144.77,16131.98
2025-03-07,"Tesouro Selic 2026",0,0.01,16170.22,16160.65
2025-03-07,"Tesouro Selic 2031",0.12,0.13,16058.76,16041.25
2025-03-07,"Tesouro Selic 2029",0.1,0.11,16108.11,16093.74
2025-03-07,"Tesouro Selic 2027",0.04,0.05,16157.74,16146.56
2025-03-07,"Tesouro IPCA+ com Juros Semestrais 2035",7.67,7.79,4042.23,4002.27
2025-03-07,"Tesouro IPCA+ com Juros Semestrais 2045",7.52,7.64,3870.25,3816.72
2025-03-07,"Tesouro IPCA+ com Juros Semestrais 2026",8.07,8.19,4348.9,4334.86
2025-03-07,"Tesouro IPCA+ com Juros Semestrais 2055",7.4,7.52,3820.44,3760.42
2025-03-07,"Tesouro IPCA+ com Juros Semestrais 2050",7.44,7.56,3774.75,3717.25
2025-03-07,"Tesouro IPCA+ com Juros Semestrais 2040",7.5,7.62,3892.68,3843.89
2025-03-07,"Tesouro IPCA+ com Juros Semestrais 2030",7.75,7.87,4147.26,4118.98
2025-03-07,"Tesouro IPCA+ com Juros Semestrais 2032",7.76,7.88,4053.17,4019.52
2025-03-07,"Tesouro IPCA+ com Juros Semestrais 2060",7.4,7.52,3724.42,3663.12
2025-03-07,"Tesouro IPCA+ 2026",8.09,8.21,3980.63,3967.59
2025-03-07,"Tesouro IPCA+ 2045",7.47,7.59,1048.94,1024.01
2025-03-07,"Tesouro IPCA+ 2050",7.31,7.43,747.9,725.86
2025-03-07,"Tesouro IPCA+ 2035",7.66,7.78,2109.23,2082.11
2025-03-07,"Tesouro IPCA+ 2040",7.42,7.54,1483.3,1455.67
2025-03-07,"Tesouro IPCA+ 2029",7.65,7.77,3277.94,3257.37
2025-03-07,"Tesouro IGPM+ com Juros Semestrais 2031",7.74,7.86,8020.34,7973.69
2025-03-06,"Tesouro Selic 2027",0.04,0.05,16149.78,16138.61
2025-03-06,"Tesouro Selic 2026",0,0.01,16162.42,16152.86
2025-03-06,"Tesouro Selic 2031",0.12,0.13,16049.87,16032.35
2025-03-06,"Tesouro Selic 2029",0.1,0.11,16099.65,16085.27
2025-03-06,"Tesouro Selic 2028",0.05,0.06,16136.73,16123.93
2025-03-06,"Tesouro IPCA+ com Juros Semestrais 2050",7.48,7.6,3751.29,3697.64
2025-03-06,"Tesouro IPCA+ com Juros Semestrais 2040",7.55,7.67,3868.51,3823.57
2025-03-06,"Tesouro IPCA+ com Juros Semestrais 2030",7.8,7.92,4131.42,4107
2025-03-06,"Tesouro IPCA+ com Juros Semestrais 2035",7.72,7.84,4021.61,3985.52
2025-03-06,"Tesouro IPCA+ com Juros Semestrais 2032",7.81,7.93,4035.17,4005.34
2025-03-06,"Tesouro IPCA+ com Juros Semestrais 2060",7.44,7.56,3699.72,3642.35
2025-03-06,"Tesouro IPCA+ com Juros Semestrais 2045",7.56,7.68,3848.02,3798.35
2025-03-06,"Tesouro IPCA+ com Juros Semestrais 2055",7.44,7.56,3796.08,3740.01
2025-03-06,"Tesouro IPCA+ com Juros Semestrais 2026",8.1,8.22,4339.91,4329.85
2025-03-06,"Tesouro IPCA+ 2040",7.47,7.59,1470.29,1444.23
2025-03-06,"Tesouro IPCA+ 2029",7.71,7.83,3264.91,3247.39
2025-03-06,"Tesouro IPCA+ 2035",7.71,7.83,2095.85,2070.79
2025-03-06,"Tesouro IPCA+ 2026",8.12,8.24,3972.35,3962.94
2025-03-06,"Tesouro IPCA+ 2050",7.34,7.46,741.41,720.21
2025-03-06,"Tesouro IPCA+ 2045",7.5,7.62,1041.35,1017.54
2025-03-06,"Tesouro IGPM+ com Juros Semestrais 2031",7.79,7.91,7996.55,7953.35
2025-03-05,"Tesouro Selic 2026",0,0.01,16154.36,16144.8
2025-03-05,"Tesouro Selic 2029",0.1,0.11,16090.35,16075.98
2025-03-05,"Tesouro Selic 2028",0.05,0.06,16128.45,16115.66
2025-03-05,"Tesouro Selic 2027",0.04,0.05,16141.59,16130.41
2025-03-05,"Tesouro Selic 2031",0.12,0.13,16041.45,16023.93
2025-03-05,"Tesouro IPCA+ com Juros Semestrais 2055",7.41,7.53,3806.77,3750.41
2025-03-05,"Tesouro IPCA+ com Juros Semestrais 2060",7.42,7.54,3706.21,3648.63
2025-03-05,"Tesouro IPCA+ com Juros Semestrais 2032",7.82,7.94,4029.88,4000.07
2025-03-05,"Tesouro IPCA+ com Juros Semestrais 2035",7.74,7.86,4013.05,3977.03
2025-03-05,"Tesouro IPCA+ com Juros Semestrais 2026",8.05,8.17,4339.39,4329.32
2025-03-05,"Tesouro IPCA+ com Juros Semestrais 2045",7.56,7.68,3845.15,3795.5
2025-03-05,"Tesouro IPCA+ com Juros Semestrais 2050",7.46,7.58,3757.08,3703.28
2025-03-05,"Tesouro IPCA+ com Juros Semestrais 2040",7.55,7.67,3865.62,3820.7
2025-03-05,"Tesouro IPCA+ com Juros Semestrais 2030",7.79,7.91,4130.09,4105.64
2025-03-05,"Tesouro IPCA+ 2045",7.5,7.62,1040.58,1016.77
2025-03-05,"Tesouro IPCA+ 2035",7.73,7.85,2090.33,2065.34
2025-03-05,"Tesouro IPCA+ 2040",7.46,7.58,1471.3,1445.21
2025-03-05,"Tesouro IPCA+ 2029",7.71,7.83,3262.46,3244.93
2025-03-05,"Tesouro IPCA+ 2026",8.07,8.19,3971.96,3962.54
2025-03-05,"Tesouro IPCA+ 2050",7.29,7.41,749.64,728.2
2025-03-05,"Tesouro IGPM+ com Juros Semestrais 2031",7.79,7.91,7992.5,7949.28
2025-02-28,"Tesouro Selic 2031",0.12,0.13,16033.41,16015.9
2025-02-28,"Tesouro Selic 2025",0.02,0.03,16146.37,16138.39
2025-02-28,"Tesouro Selic 2028",0.05,0.06,16120.6,16107.82
2025-02-28,"Tesouro Selic 2027",0.04,0.05,16133.65,16122.48
2025-02-28,"Tesouro Selic 2029",0.1,0.11,16082.21,16067.85
2025-02-28,"Tesouro Selic 2026",0,0.01,16146.28,16136.69
2025-02-28,"Tesouro IPCA+ com Juros Semestrais 2032",7.88,8,4013.42,3976.44
2025-02-28,"Tesouro IPCA+ com Juros Semestrais 2030",7.84,7.96,4118.07,4086.2
2025-02-28,"Tesouro IPCA+ com Juros Semestrais 2055",7.52,7.64,3754.82,3692.9
2025-02-28,"Tesouro IPCA+ com Juros Semestrais 2026",7.96,8.08,4341.16,4323.14
2025-02-28,"Tesouro IPCA+ com Juros Semestrais 2045",7.65,7.77,3807.11,3751.27
2025-02-28,"Tesouro IPCA+ com Juros Semestrais 2060",7.52,7.64,3657.67,3594.71
2025-02-28,"Tesouro IPCA+ com Juros Semestrais 2050",7.57,7.69,3707.48,3648.04
2025-02-28,"Tesouro IPCA+ com Juros Semestrais 2040",7.64,7.76,3831.15,3779.82
2025-02-28,"Tesouro IPCA+ com Juros Semestrais 2035",7.84,7.96,3982.5,3939.58
2025-02-28,"Tesouro IPCA+ 2029",7.72,7.84,3258.75,3235.29
2025-02-28,"Tesouro IPCA+ 2045",7.59,7.71,1022.48,997.27
2025-02-28,"Tesouro IPCA+ 2035",7.85,7.97,2065.34,2036.91
2025-02-28,"Tesouro IPCA+ 2050",7.43,7.55,724.78,702.79
2025-02-28,"Tesouro IPCA+ 2026",7.98,8.1,3973.71,3957.02
2025-02-28,"Tesouro IPCA+ 2040",7.56,7.68,1449.35,1421.05
2025-02-28,"Tesouro IGPM+ com Juros Semestrais 2031",7.83,7.95,7975.37,7924.19
2025-02-27,"Tesouro Selic 2028",0.05,0.06,16112.62,16099.83
2025-02-27,"Tesouro Selic 2027",0.04,0.05,16125.63,16114.44
2025-02-27,"Tesouro Selic 2025",0.01,0.02,16138.46,16130.48
2025-02-27,"Tesouro Selic 2029",0.1,0.11,16074.08,16059.71
2025-02-27,"Tesouro Selic 2031",0.12,0.13,16025.1,16007.6
2025-02-27,"Tesouro Selic 2026",0,0.01,16138.22,16128.64
2025-02-27,"Tesouro IPCA+ com Juros Semestrais 2035",7.73,7.85,4002.43,3966.46
2025-02-27,"Tesouro IPCA+ com Juros Semestrais 2032",7.79,7.91,4023.14,3993.34
2025-02-27,"Tesouro IPCA+ com Juros Semestrais 2026",7.86,7.98,4335.57,4325.49
2025-03-31,"Tesouro IPCA+ com Juros Semestrais 2030",7.86,7.98,4170.39,4147.21
2025-03-31,"Tesouro IPCA+ com Juros Semestrais 2026",9.15,9.27,4336.74,4328.12
2025-03-31,"Tesouro IPCA+ com Juros Semestrais 2055",7.37,7.49,3872.66,3816.52
2025-03-31,"Tesouro IPCA+ com Juros Semestrais 2035",7.58,7.7,4108.86,4073.33
2025-03-31,"Tesouro IPCA+ com Juros Semestrais 2045",7.48,7.6,3925.52,3876.03
2025-03-31,"Tesouro IPCA+ com Juros Semestrais 2060",7.39,7.51,3766.64,3709.3
2025-03-31,"Tesouro IPCA+ com Juros Semestrais 2040",7.5,7.62,3932.14,3887.78
2025-03-31,"Tesouro IPCA+ com Juros Semestrais 2032",7.79,7.91,4088.14,4059.35
2025-03-31,"Tesouro IPCA+ 2026",9.16,9.28,3968.34,3960.27
2025-03-31,"Tesouro IPCA+ 2029",7.91,8.03,3278.97,3262.53
2025-03-31,"Tesouro IPCA+ 2040",7.4,7.52,1502.53,1476.41
2025-03-31,"Tesouro IPCA+ 2050",7.21,7.33,773.37,751.51
2025-03-31,"Tesouro IPCA+ 2045",7.39,7.51,1075.46,1051.21
2025-03-31,"Tesouro IPCA+ 2035",7.49,7.61,2164.94,2139.79
2025-03-31,"Tesouro IGPM+ com Juros Semestrais 2031",7.87,7.99,7974.31,7934.09
2025-03-28,"Tesouro Selic 2028",0.06,0.07,16265.92,16252.55
2025-03-28,"Tesouro Selic 2031",0.11,0.12,16189.4,16171.27
2025-03-28,"Tesouro Selic 2026",0,0.01,16293.49,16283.36
2025-03-28,"Tesouro Selic 2027",0.04,0.05,16280.7,16268.97
2025-03-28,"Tesouro Selic 2029",0.1,0.11,16228.18,16213.24
2025-03-28,"Tesouro IPCA+ com Juros Semestrais 2030",7.96,8.08,4150.73,4126.2
2025-03-28,"Tesouro IPCA+ com Juros Semestrais 2035",7.64,7.76,4090.09,4053.32
2025-03-28,"Tesouro IPCA+ com Juros Semestrais 2060",7.45,7.57,3736.92,3679.02
2025-03-28,"Tesouro IPCA+ com Juros Semestrais 2040",7.56,7.68,3908.97,3863.57
2025-03-28,"Tesouro IPCA+ com Juros Semestrais 2055",7.44,7.56,3839.02,3782.31
2025-03-28,"Tesouro IPCA+ com Juros Semestrais 2032",7.87,7.99,4068.27,4038.2
2025-03-28,"Tesouro IPCA+ com Juros Semestrais 2026",9.19,9.31,4332.35,4322.18
2025-03-28,"Tesouro IPCA+ com Juros Semestrais 2045",7.55,7.67,3895.79,3845.47
2025-03-28,"Tesouro IPCA+ com Juros Semestrais 2050",7.46,7.58,3802.45,3748
2025-03-28,"Tesouro IPCA+ 2035",7.55,7.67,2151.83,2126.07
2025-03-28,"Tesouro IPCA+ 2045",7.46,7.58,1061.04,1036.76
2025-03-28,"Tesouro IPCA+ 2050",7.29,7.41,758.61,736.92
2025-03-28,"Tesouro IPCA+ 2029",8,8.12,3266.24,3248.7
